,OBJECTID,BYGNING_ID,FYLKES_NR,FYLKES_NAVN,KOMMUNE_NR,KOMMUNE_NAVN,BYGNINGS_NR,BYGNING_LNR,BYGNINGSTYPE_NR,BYGNINGSTYPE_NAVN,BYGNINGSSTATUS_NR,BYGNINGSSTATUS_NAVN,GODKJENT_DATO,IGANGSATT_DATO,TATT_I_BRUK_DATO,TATT_I_BRUK,NAERINGSGRUPPE_KODE,NAERINGSGRUPPE_NAVN,PAABYGG_TILBYGG_KODE,PAABYGG_TILBYGG_NAVN,REGISTRERT_IGANGSATT_DATO,REGISTRERT_GODKJENT_DATO,VANNFORSYNING_NR,VANNFORSYNING_NAVN,BRUKSAREAL_TOTALT,BRUKSAREAL_BOLIG,BRUKSAREAL_ANNET_BOLIG,ANTALL_ETASJER,ANTALL_BOLIGER,LKOORDINAT_TYPE,LKOORDINATSYSTEM_NR,LKOORDINATSYSTEM_NAVN,LKOORDINAT_KVALITET_KODE,LKOORDINAT_KVALITET_NAVN,LX_KOORDINAT,LY_KOORDINAT,LZ_KOORDINAT,UKOORDINAT_TYPE,UKOORDINATSYSTEM_NR,UKOORDINATSYSTEM_NAVN,UKOORDINAT_KVALITET_KODE,UKOORDINAT_KVALITET_NAVN,UX_KOORDINAT,UY_KOORDINAT,UZ_KOORDINAT,EIENDOM_ANTALL,HAR_HEIS,BEBYGD_AREAL,Energistandard_profet,Byggtype_profet,Energiomraadeid,Energibronn,tatt_i_bruk_sammenstilt,Byggutvalgsident,Planforslag,SHAPE,oppgraderes,grunnvarme,solceller,luft_luft_varmepumpe,fjernvarme,grunnvarme_meter,grunnvarme_kostnad,_nettutveksling_energi,_nettutveksling_vintereffekt,_nettutveksling_sommereffekt,_termisk_energibehov_sum,_levert_fra_kilde_sum,_fjernvarmeproduksjon_sum,_elspesifikt_energibehov_sum,_kompressor_sum,_spisslast_sum,_solcelleproduksjon_sum,_termisk_energibehov_vintereffekt,_levert_fra_kilde_vintereffekt,_fjernvarmeproduksjon_vintereffekt,_elspesifikt_energibehov_vintereffekt,_kompressor_vintereffekt,_spisslast_vintereffekt,_solcelleproduksjon_vintereffekt,_termisk_energibehov_sommereffekt,_levert_fra_kilde_sommereffekt,_fjernvarmeproduksjon_sommereffekt,_elspesifikt_energibehov_sommereffekt,_kompressor_sommereffekt,_spisslast_sommereffekt,_solcelleproduksjon_sommereffekt,scenario_navn
15,16,,,,,,,,,,,,,,,,,,,,,,,,266.0,266.0,266.0,,,,,,,,,,,,,,,,,,,,,,Y,A,A,,,P3,1,"{'x': 572230.2012, 'y': 7036720.679299999, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,True,True,False,False,215.0,129000.0,,,,0.0240353688,0.0171681205,0.0,0.0106605423,0.0068672482,0.0,,0.0078569977,0.0056121412,0,0.0010862775,0.0022448565,0.0,,0.0006320447,0.0004514605,0,0.0012418432,0.0001805842,0.0,,MerLokalproduksjon
16,17,,,,,,,,,,,,,,,,,,,,,,,,330.0,330.0,330.0,,,,,,,,,,,,,,,,,,,,,,Y,L,A,,,P3,1,"{'x': 572250.8578000003, 'y': 7036709.737799998, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,True,True,False,False,155.0,93000.0,,,,0.0254765943,0.0123653689,0.0,0.0451932991,0.0049461476,0.0081650777,,0.0104968934,0.0017865419,0,0.0063659027,0.0007146168,0.0079957348,,0.0014695966,0.0010497118,0,0.0095749546,0.0004198847,0.0,,MerLokalproduksjon
17,18,,,,,,,,,,,,,,,,,,,,,,,,780.0,780.0,780.0,,,,,,,,,,,,,,,,,,,,,,Y,B,A,,,P3,1,"{'x': 572185.1974, 'y': 7036900.951200001, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,True,True,False,False,582.0,349200.0,,,,0.0841143383,0.0465403201,0.0,0.0312602369,0.018616128,0.0189578902,,0.025141845,0.0069012843,0,0.003185325,0.0027605137,0.0154800469,,0.0037421304,0.0026729503,0,0.003641495,0.0010691801,0.0,,MerLokalproduksjon
18,19,,,,,,,,,,,,,,,,,,,,,,,,781.0,781.0,781.0,,,,,,,,,,,,,,,,,,,,,,Y,B,A,,,P3,1,"{'x': 572191.801, 'y': 7036927.7498, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,True,True,False,False,582.0,349200.0,,,,0.0842221772,0.0465999871,0.0,0.0313003141,0.0186399949,0.0189821952,,0.0251740781,0.0069101321,0,0.0031894087,0.0027640529,0.0154998931,,0.003746928,0.0026763772,0,0.0036461636,0.0010705509,0.0,,MerLokalproduksjon
19,20,,,,,,,,,,,,,,,,,,,,,,,,544.0,544.0,544.0,,,,,,,,,,,,,,,,,,,,,,Y,B,A,,,P3,1,"{'x': 572227.0771000003, 'y': 7036892.521400001, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,True,True,False,False,406.0,243600.0,,,,0.058664359,0.0324588899,0.0,0.0218020114,0.012983556,0.0132219132,,0.0175348252,0.0048132034,0,0.00222156,0.0019252814,0.0107963404,,0.0026098961,0.0018642115,0,0.0025397093,0.0007456846,0.0,,MerLokalproduksjon
20,21,,,,,,,,,,,,,,,,,,,,,,,,546.0,546.0,546.0,,,,,,,,,,,,,,,,,,,,,,Y,B,A,,,P3,1,"{'x': 572241.1305, 'y': 7036915.1917, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,True,True,False,False,407.0,244200.0,,,,0.0588800368,0.032578224,0.0,0.0218821658,0.0130312896,0.0132705232,,0.0175992915,0.004830899,0,0.0022297275,0.0019323596,0.0108360328,,0.0026194913,0.0018710652,0,0.0025490465,0.0007484261,0.0,,MerLokalproduksjon
21,22,,,,,,,,,,,,,,,,,,,,,,,,546.0,546.0,546.0,,,,,,,,,,,,,,,,,,,,,,Y,B,A,,,P3,1,"{'x': 572241.0170999998, 'y': 7036940.3081, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,True,True,False,False,407.0,244200.0,,,,0.0588800368,0.032578224,0.0,0.0218821658,0.0130312896,0.0132705232,,0.0175992915,0.004830899,0,0.0022297275,0.0019323596,0.0108360328,,0.0026194913,0.0018710652,0,0.0025490465,0.0007484261,0.0,,MerLokalproduksjon
22,23,2979525,50,TRØNDELAG,5001,TRONDHEIM,10507480,0,616,Videregående skole,TB,Tatt i bruk,10101,10101,10101,20060215,P,Undervisning,,,10101,10101,,Ikke utfylt,0.0,0.0,0.0,0,,L,22,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,7036557.0,571993.0,0.0,U,23,EUREF89 UTM Sone 33,52,DigitFraStrekKart1_1000,7043828.6,272915.34,0.0,1,N,0.0,X,G,A,,20060215,P3,,"{'x': 571993, 'y': 7036557, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,True,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,MerLokalproduksjon
23,24,2984054,50,TRØNDELAG,5001,TRONDHEIM,10546885,0,722,Bo- og behandlingssenter,TB,Tatt i bruk,19930504,19930525,19940221,19940311,Q,Helse- og sosialtjenester,,,19930604,19930504,1,Tilkn. off. vannverk,352.0,176.0,176.0,2,4,L,22,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,7036732.0,572092.0,0.0,U,23,EUREF89 UTM Sone 33,52,DigitFraStrekKart1_1000,7043993.66,273030.35,0.0,1,N,0.0,X,J,A,,19940221,P3,,"{'x': 572092, 'y': 7036732, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,True,True,False,False,438.0,262800.0,0.044,0.017,-0.001,0.0620875399,0.035003824,0.0,0.0357916264,0.0140015296,0.0130821862,0.0188297087,0.0173517768,0.0047713076,0,0.0044343024,0.0019085231,0.0106719461,6.13114e-05,0.0044586663,0.0031847616,0,0.0047338086,0.0012739046,0.0,0.0069640104,MerLokalproduksjon
24,25,2986392,50,TRØNDELAG,5001,TRONDHEIM,10570719,0,243,Veksthus,TB,Tatt i bruk,19970506,19970530,19980714,19980806,Q,Helse- og sosialtjenester,,,19970804,19970528,1,Tilkn. off. vannverk,50.0,0.0,50.0,1,,L,22,EUREF89 UTM Sone 32,--,UOppgitt,7036704.0,572405.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,7043936.46,273339.53,0.0,1,J,0.0,X,L,A,,19980714,P3,,"{'x': 572405, 'y': 7036704, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,True,True,False,False,40.0,24000.0,0.0038,0.003,-0.001,0.0066508615,0.0031812716,0.0,0.0068474696,0.0012725087,0.0021970812,0.0065012637,0.0027734132,0.0004741219,0,0.0009645307,0.0001896488,0.0021096426,2.47195e-05,0.0003348961,0.0002392115,0,0.0014507507,9.56846e-05,0.0,0.0025376153,MerLokalproduksjon
25,26,4614428,50,TRØNDELAG,5001,TRONDHEIM,21071943,0,419,Annen eksp. og terminalbygning,TB,Tatt i bruk,20040126,20040419,20051019,20051216,L,Omsetning og drift av fast eiendom,,,20051216,20051216,,Ikke utfylt,0.0,0.0,0.0,0,,L,22,EUREF89 UTM Sone 32,--,UOppgitt,7036519.0,572064.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,7043784.1,272982.51,0.0,1,N,0.0,X,W,A,,20051019,P3,,"{'x': 572064, 'y': 7036519, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,MerLokalproduksjon
26,27,4811105,50,TRØNDELAG,5001,TRONDHEIM,21093610,0,719,Sykehus,TB,Tatt i bruk,20070920,20071016,20081218,20090107,Q,Helse- og sosialtjenester,,,20071207,20071001,,Ikke utfylt,6750.0,0.0,6750.0,5,,L,22,EUREF89 UTM Sone 32,--,UOppgitt,7037066.0,572443.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,7044293.52,273411.28,0.0,1,N,0.0,Y,K,A,,20081218,P3,,"{'x': 572443, 'y': 7037066, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,False,False,0.0,0.0,1.4455,0.345,0.226,0.5211121552,0.0,0.0,0.9244083911,0.0,0.0,0.0,0.214709184,0.0,0,0.1302116465,0.0,0.0,0.0,0.0300599302,0.0,0,0.1958513445,0.0,0.0,0.0,MerLokalproduksjon
27,28,4842291,50,TRØNDELAG,5001,TRONDHEIM,21096806,0,999,,TB,Tatt i bruk,20071219,20080623,20080709,20080806,,,,,20080114,20080114,,Ikke utfylt,0.0,0.0,0.0,0,,L,22,EUREF89 UTM Sone 32,--,UOppgitt,7037006.0,572389.0,0.0,U,23,EUREF89 UTM Sone 33,--,UOppgitt,7044238.81,273351.86,0.0,1,N,0.0,Y,L,A,,20080709,P3,,"{'x': 572389, 'y': 7037006, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,True,True,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,MerLokalproduksjon
28,29,2987237,50,TRØNDELAG,5001,TRONDHEIM,182060321,0,181,Garasjeuthus anneks til bolig,TB,Tatt i bruk,19741016,19741116,19750516,20030522,Y,Annet som ikke er næring,,,20030522,20030522,,Ikke utfylt,106.0,0.0,106.0,1,,L,22,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,7037013.0,572159.0,0.0,U,23,EUREF89 UTM Sone 33,52,DigitFraStrekKart1_1000,7044267.31,273123.4,0.0,1,N,0.0,X,A,A,,19750516,P3,,"{'x': 572159, 'y': 7037013, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,True,True,False,False,145.0,87000.0,-0.0024,0.002,-0.004,0.0162935038,0.011638217,0.0,0.004248186,0.0046552868,0.0,0.01134062,0.0056859661,0.0040614044,0,0.0004328775,0.0016245618,0.0,3.69262e-05,0.0006630647,0.0004736177,0,0.0004948698,0.0001894471,0.0,0.0041942335,MerLokalproduksjon
29,30,2987238,50,TRØNDELAG,5001,TRONDHEIM,182060348,0,181,Garasjeuthus anneks til bolig,TB,Tatt i bruk,19741016,19741116,19750516,20030522,Y,Annet som ikke er næring,,,20030522,20030522,,Ikke utfylt,133.0,0.0,133.0,1,,L,22,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,7036999.0,572160.0,0.0,U,23,EUREF89 UTM Sone 33,52,DigitFraStrekKart1_1000,7044253.27,273123.09,0.0,1,N,0.0,X,A,A,,19750516,P3,,"{'x': 572160, 'y': 7036999, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,True,True,False,False,183.0,109800.0,-0.0031,0.003,-0.004,0.0204437359,0.0146026685,0.0,0.0053302712,0.0058410674,0.0,0.0142292685,0.0071342783,0.005095913,0,0.0005431388,0.0020383652,0.0,4.63319e-05,0.0008319586,0.0005942561,0,0.0006209216,0.0002377025,0.0,0.0052625761,MerLokalproduksjon
30,31,2987239,50,TRØNDELAG,5001,TRONDHEIM,182060356,0,143,Stort frittliggende boligbygg på 5 etg. el. mer,TB,Tatt i bruk,10101,10101,19620101,20080326,X,Bolig,,,10101,10101,,Ikke utfylt,3725.0,3725.0,0.0,12,40,L,22,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,7037002.0,572193.0,0.0,U,23,EUREF89 UTM Sone 33,52,DigitFraStrekKart1_1000,7044253.17,273156.24,0.0,1,J,0.0,X,B,A,,19620101,P3,,"{'x': 572193, 'y': 7037002, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,True,True,False,False,4402.0,2641200.0,0.3892,0.17,0.013,0.6282298393,0.3521576732,0.0,0.1492876697,0.1408630693,0.1352090968,0.0361109792,0.2062541172,0.0513157849,0,0.0152119688,0.020526314,0.1344120183,0.0001274462,0.0317417456,0.0226726755,0,0.0173904728,0.0090690702,0.0,0.0137253517,MerLokalproduksjon
31,32,2987262,50,TRØNDELAG,5001,TRONDHEIM,182060607,0,181,Garasjeuthus anneks til bolig,TB,Tatt i bruk,10101,10101,10101,20060215,Y,Annet som ikke er næring,,,10101,10101,,Ikke utfylt,37.0,0.0,37.0,1,,L,22,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,7037127.0,572409.0,0.0,U,23,EUREF89 UTM Sone 33,52,DigitFraStrekKart1_1000,7044357.47,273383.12,0.0,1,N,0.0,X,A,A,,20060215,P3,,"{'x': 572409, 'y': 7037127, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,True,True,False,False,51.0,30600.0,-0.0009,0.001,-0.001,0.0056873551,0.0040623965,0.0,0.0014828574,0.0016249586,0.0,0.0039585183,0.001984724,0.00141766,0,0.0001510987,0.000567064,0.0,1.28893e-05,0.0002314471,0.0001653194,0,0.0001727376,6.61277e-05,0.0,0.0014640249,MerLokalproduksjon
32,33,2987263,50,TRØNDELAG,5001,TRONDHEIM,182060615,0,111,Enebolig,TB,Tatt i bruk,10101,10101,19000101,20060215,X,Bolig,,,10101,10101,,Ikke utfylt,150.0,150.0,0.0,3,1,L,22,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,7037111.0,572410.0,0.0,U,23,EUREF89 UTM Sone 33,52,DigitFraStrekKart1_1000,7044341.44,273382.62,0.0,1,N,0.0,X,A,A,,19000101,P3,,"{'x': 572410, 'y': 7037111, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,True,True,False,False,206.0,123600.0,0.0072,0.003,-0.001,0.023056845,0.016469175,0.0,0.006011584,0.00658767,0.0,0.0053493491,0.0080461785,0.0057472703,0,0.0006125625,0.0022989081,0.0,1.7418e-05,0.0009382992,0.0006702137,0,0.0007002875,0.0002680855,0.0,0.001978412,MerLokalproduksjon
33,34,2987270,50,TRØNDELAG,5001,TRONDHEIM,182060690,0,719,Sykehus,TB,Tatt i bruk,10101,10101,10101,20060215,Q,Helse- og sosialtjenester,,,10101,10101,,Ikke utfylt,0.0,0.0,0.0,0,,L,22,EUREF89 UTM Sone 32,52,DigitFraStrekKart1_1000,7036990.0,572365.0,0.0,U,23,EUREF89 UTM Sone 33,52,DigitFraStrekKart1_1000,7044225.11,273326.46,0.0,1,J,0.0,X,K,A,,20060215,P3,,"{'x': 572365, 'y': 7036990, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,False,False,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,MerLokalproduksjon
